,image,query_id,query_text,first,second,third,avg_expert,share_pos,count_pos,count_neg,total_rating,text_from_text
226,1897025969_0c41688fa6.jpg,3228069008_edb2961fc4.jpg#2,A puppy mouthing a pole on the ground .,1,2,2,0.22222222222222224,0.0,0,3,0.1777777777777778,there are two dogs playing with each other on the beach
230,189721896_1ffe76d89e.jpg,997722733_0cb5439472.jpg#2,A person in a red shirt climbing up a rock face covered in assist handles .,4,4,4,1.0,0.666666666666667,2,1,0.9333333333333335,there is a man laying on a rock with a backpack on
229,189721896_1ffe76d89e.jpg,197107117_4b438b1872.jpg#2,A rock climber climbs in between two very large rocks .,3,3,4,0.7777777777777778,0.666666666666667,2,1,0.7555555555555556,there is a man laying on a rock with a backpack on
228,189721896_1ffe76d89e.jpg,466956209_2ffcea3941.jpg#2,person rock climbing,4,4,4,1.0,1.0,3,0,1.0,there is a man laying on a rock with a backpack on
227,189721896_1ffe76d89e.jpg,2553550034_5901aa9d6c.jpg#2,A boy climbs up some rocks .,2,3,4,0.6666666666666666,1.0,3,0,0.7333333333333334,there is a man laying on a rock with a backpack on
231,191003285_edd8d0cf58.jpg,2497420371_74788d7ba1.jpg#2,A man in a black cap is opening a bag beside a bicycle and a shopping cart .,1,2,2,0.22222222222222224,0.0,0,3,0.1777777777777778,there is a man and a little girl sitting on the ground eating
232,191003285_edd8d0cf58.jpg,1224851143_33bcdd299c.jpg#2,A little boy is eating his food off of a spoon while sitting on a patio .,2,2,3,0.4444444444444445,0.0,0,3,0.3555555555555556,there is a man and a little girl sitting on the ground eating
233,191003285_edd8d0cf58.jpg,191003285_edd8d0cf58.jpg#2,A man and young girl eat a meal on a city street .,4,4,4,1.0,1.0,3,0,1.0,there is a man and a little girl sitting on the ground eating
234,1917265421_aeccf1ca38.jpg,2856080862_95d793fa9d.jpg#2,Men playing soccer in a field,1,2,2,0.22222222222222224,0.0,0,3,0.1777777777777778,people standing in a circle watching a man fly a kite
238,1962729184_6996e128e7.jpg,3286822339_5535af6b93.jpg#2,Chinese market street in the winter time .,1,2,3,0.3333333333333333,0.0,0,3,0.26666666666666666,people standing on the side of the road near a boat
236,1962729184_6996e128e7.jpg,2182488373_df73c7cc09.jpg#2,People are standing on the Hollywood walk of fame .,3,3,3,0.6666666666666666,0.0,0,3,0.5333333333333333,people standing on the side of the road near a boat
235,1962729184_6996e128e7.jpg,3245912109_fdeef6b456.jpg#2,Many bundled up people are standing in a public square .,1,2,3,0.3333333333333333,0.666666666666667,2,1,0.4,people standing on the side of the road near a boat
237,1962729184_6996e128e7.jpg,1174629344_a2e1a2bdbf.jpg#2,A group of people walking a city street in warm weather .,3,3,4,0.7777777777777778,0.0,0,3,0.6222222222222222,people standing on the side of the road near a boat
239,197107117_4b438b1872.jpg,3609032038_005c789f64.jpg#2,A motocross bike is being ridden over rocks .,1,1,2,0.11111111111111109,0.0,0,3,0.08888888888888888,there is a bird that is flying over a rock formation
240,197107117_4b438b1872.jpg,3244470342_c08f6bb17e.jpg#2,A snowboarder vaulting over a rock ridge .,1,2,3,0.3333333333333333,0.333333333333333,1,2,0.33333333333333326,there is a bird that is flying over a rock formation
241,197107117_4b438b1872.jpg,2950905787_f2017d3e49.jpg#2,"A solitary climber on snowy , high mountains .",3,3,4,0.7777777777777778,0.333333333333333,1,2,0.6888888888888889,there is a bird that is flying over a rock formation
242,197107117_4b438b1872.jpg,3123351642_3794f2f601.jpg#2,A snowboarder jumps high in the air over a snowy hill .,1,1,1,0.0,0.0,0,3,0.0,there is a bird that is flying over a rock formation
243,197107117_4b438b1872.jpg,197107117_4b438b1872.jpg#2,A rock climber climbs in between two very large rocks .,4,4,4,1.0,1.0,3,0,1.0,there is a bird that is flying over a rock formation
244,197504190_fd1fc3d4b7.jpg,138718600_f430ebca17.jpg#2,Two girls are sitting on a path by a river with their bicycles parked beside them .,1,1,2,0.11111111111111109,0.0,0,3,0.08888888888888888,there are two people that are playing soccer in the grass
249,1982852140_56425fa7a2.jpg,106490881_5a2dd9b7bd.jpg#2,A young boy in swimming trunks is walking with his arms outstretched on the beach .,2,3,3,0.5555555555555555,0.0,0,3,0.4444444444444444,there are two women playing frisbee on the beach with the ocean in the background
245,1982852140_56425fa7a2.jpg,533483374_86c5d4c13e.jpg#2,a dog on the beach .,2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,there are two women playing frisbee on the beach with the ocean in the background
246,1982852140_56425fa7a2.jpg,533979933_a95b03323b.jpg#2,A boy is on the beach with a paddle in his hand as he walks through the ocean water .,2,2,3,0.4444444444444445,0.333333333333333,1,2,0.4222222222222222,there are two women playing frisbee on the beach with the ocean in the background
247,1982852140_56425fa7a2.jpg,2589241160_3832440850.jpg#2,Two dogs are running towards each other on a beach .,1,2,2,0.22222222222222224,0.0,0,3,0.1777777777777778,there are two women playing frisbee on the beach with the ocean in the background
248,1982852140_56425fa7a2.jpg,339350939_6643bfb270.jpg#2,A dog is running along the beach beside the ocean .,2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,there are two women playing frisbee on the beach with the ocean in the background
250,1982852140_56425fa7a2.jpg,260828892_7925d27865.jpg#2,A person walks along the beach and leaves footprints in the sand .,3,3,4,0.7777777777777778,0.333333333333333,1,2,0.6888888888888889,there are two women playing frisbee on the beach with the ocean in the background
251,1998457059_c9ac9a1e1a.jpg,2918769188_565dd48060.jpg#2,A swimmer is doing the backstroke in the swimming pool .,1,2,2,0.22222222222222224,0.0,0,3,0.1777777777777778,surfers are riding the waves in the ocean with their boards
252,1998457059_c9ac9a1e1a.jpg,1392272228_cf104086e6.jpg#2,A black dog is coming out of the ocean water on the beach with something in its mouth .,1,2,2,0.22222222222222224,0.0,0,3,0.1777777777777778,surfers are riding the waves in the ocean with their boards
253,200771289_31902164a7.jpg,1536774449_e16b1b6382.jpg#2,A crowd of people at an outdoor event,2,2,3,0.4444444444444445,0.666666666666667,2,1,0.48888888888888904,there are two men walking down the street with their backs to each other
254,2021613437_d99731f986.jpg,2021613437_d99731f986.jpg#2,A boy wearing a Steve Nash shirt dribbles a basketball on an indoor court .,4,4,4,1.0,0.666666666666667,2,1,0.9333333333333335,boy in white shirt playing basketball with orange ball in gym
255,2021613437_d99731f986.jpg,2271755053_e1b1ec8442.jpg#2,The boy is playing basketball .,4,4,4,1.0,1.0,3,0,1.0,boy in white shirt playing basketball with orange ball in gym
256,2049051050_20359a434a.jpg,3047264346_e24601bfbf.jpg#2,A man in a werewolf mask is with a woman wearing elf ears .,1,1,1,0.0,0.0,0,3,0.0,woman sitting on the beach with a hat and gloves on
257,2049051050_20359a434a.jpg,2985679744_75a7102aab.jpg#2,A man sitting on a subway .,2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,woman sitting on the beach with a hat and gloves on
258,2054869561_ff723e9eab.jpg,2105756457_a100d8434e.jpg#2,Two kids in a developing nation are playing a table top game under an awning made from burlap .,1,1,1,0.0,0.0,0,3,0.0,there is a dog that is running with a frisbee in its mouth
259,2061144717_5b3a1864f0.jpg,3545652636_0746537307.jpg#2,A young boy dressed in a red uniform kicks the soccer ball on the field as another child in blue watches from behind .,1,1,2,0.11111111111111109,0.0,0,3,0.08888888888888888,there are two people standing on the steps of a building
260,2061144717_5b3a1864f0.jpg,3571147934_d1c8af1d6e.jpg#2,Kids are waiting at the bottom of a staircase attached to a brick building .,2,2,2,0.3333333333333333,0.333333333333333,1,2,0.33333333333333326,there are two people standing on the steps of a building
261,2061354254_faa5bd294b.jpg,3218480482_66af7587c8.jpg#2,A Miami basketball player dribbles by an Arizona State player .,1,1,1,0.0,0.0,0,3,0.0,they are playing frisbee in the park with a man
262,2061354254_faa5bd294b.jpg,3725202807_12fbfdd207.jpg#2,A man and a woman are walking past a car with a fancy symbol on the front .,1,1,2,0.11111111111111109,0.0,0,3,0.08888888888888888,they are playing frisbee in the park with a man
263,2073105823_6dacade004.jpg,3115174046_9e96b9ce47.jpg#2,a skateboarder jumps a staircase .,3,3,4,0.7777777777777778,0.666666666666667,2,1,0.7555555555555556,there is a man that is on a skateboard on a rail
264,2073105823_6dacade004.jpg,2949982320_c704b31626.jpg#2,A man is doing tricks with a bicycle at a skate park .,2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,there is a man that is on a skateboard on a rail
265,2073964624_52da3a0fc4.jpg,3259002340_707ce96858.jpg#2,A black dog with a purple collar running .,1,1,1,0.0,0.0,0,3,0.0,there is a woman riding a bike with a pink hat
267,2077079696_03380d218b.jpg,2077079696_03380d218b.jpg#2,A man is hiking on a mountaintop on a cloudy day .,4,4,4,1.0,0.333333333333333,1,2,0.8666666666666667,there is a man walking on a rocky hill with a stick
268,2077079696_03380d218b.jpg,488590040_35a3e96c89.jpg#2,Two men holding their fishing poles .,2,3,3,0.5555555555555555,0.0,0,3,0.4444444444444444,there is a man walking on a rocky hill with a stick
266,2077079696_03380d218b.jpg,197107117_4b438b1872.jpg#2,A rock climber climbs in between two very large rocks .,3,3,3,0.6666666666666666,0.0,0,3,0.5333333333333333,there is a man walking on a rocky hill with a stick
269,2078311270_f01c9eaf4c.jpg,3498997518_c2b16f0a0e.jpg#2,A football player is tackling the player with the football as the crowd watches .,1,1,1,0.0,0.0,0,3,0.0,they are walking down the street together in the rain
270,2083434441_a93bc6306b.jpg,2084217208_7bd9bc85e5.jpg#2,A woman riding a bike in a park,3,3,3,0.6666666666666666,0.666666666666667,2,1,0.6666666666666667,woman riding a bike with a basket on the back of it
271,2083434441_a93bc6306b.jpg,2083434441_a93bc6306b.jpg#2,An older woman with blond hair rides a bicycle down the street .,4,4,4,1.0,1.0,3,0,1.0,woman riding a bike with a basket on the back of it
272,2084217208_7bd9bc85e5.jpg,3549583146_3e8bb2f7e9.jpg#2,A young boy is riding a bike .,2,3,3,0.5555555555555555,0.0,0,3,0.4444444444444444,arafed woman riding a bike in a park with a backpack
273,2084217208_7bd9bc85e5.jpg,2084217208_7bd9bc85e5.jpg#2,A woman riding a bike in a park,4,4,4,1.0,1.0,3,0,1.0,arafed woman riding a bike in a park with a backpack
274,2084217208_7bd9bc85e5.jpg,1174629344_a2e1a2bdbf.jpg#2,A group of people walking a city street in warm weather .,1,1,2,0.11111111111111109,0.0,0,3,0.08888888888888888,arafed woman riding a bike in a park with a backpack
275,2084217208_7bd9bc85e5.jpg,2460797929_66446c13db.jpg#2,Boys in life jackets on a watercraft .,1,1,1,0.0,0.0,0,3,0.0,arafed woman riding a bike in a park with a backpack
276,2084217208_7bd9bc85e5.jpg,1298295313_db1f4c6522.jpg#2,A boy in a blue life jacket jumps into the water .,1,1,2,0.11111111111111109,0.0,0,3,0.08888888888888888,arafed woman riding a bike in a park with a backpack
277,2086513494_dbbcb583e7.jpg,3506560025_8d0f4f9ac4.jpg#2,A woman holding a camera .,4,4,4,1.0,1.0,3,0,1.0,woman wearing white coat taking picture of woman in winter coat
278,2089426086_7acc98a3a8.jpg,2295216243_0712928988.jpg#2,Friends and family dance on a beach by their vehicles .,1,1,1,0.0,0.0,0,3,0.0,woman holding a cake in a public restroom with a red wall
279,2100816230_ff866fb352.jpg,3141293960_74459f0a24.jpg#2,A skateboarder is performing a trick in the air .,1,3,3,0.4444444444444445,0.0,0,3,0.3555555555555556,skier in mid air over a barrel on a snowy slope
280,2100816230_ff866fb352.jpg,3670907052_c827593564.jpg#2,A guy in red on a bike in midair .,2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,skier in mid air over a barrel on a snowy slope
281,2100816230_ff866fb352.jpg,2285570521_05015cbf4b.jpg#2,A man is hiking on a snow-covered trail .,2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,skier in mid air over a barrel on a snowy slope
285,2101457132_69c950bc45.jpg,3593392955_a4125087f6.jpg#2,Two dogs run down a dirt path in the forest .,1,2,3,0.3333333333333333,0.0,0,3,0.26666666666666666,there is a black dog jumping into the water to catch a frisbee
284,2101457132_69c950bc45.jpg,2480850054_de3433b54a.jpg#2,a dirty boy runs through the dirt .,1,1,2,0.11111111111111109,0.0,0,3,0.08888888888888888,there is a black dog jumping into the water to catch a frisbee
286,2101457132_69c950bc45.jpg,3286822339_5535af6b93.jpg#2,Chinese market street in the winter time .,1,1,1,0.0,0.0,0,3,0.0,there is a black dog jumping into the water to catch a frisbee
282,2101457132_69c950bc45.jpg,460935487_75b2da7854.jpg#2,A dog is turns back toward the camera near some potted plants .,2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,there is a black dog jumping into the water to catch a frisbee
283,2101457132_69c950bc45.jpg,3435035138_af32890a4c.jpg#2,A shaggy dog runs down a dirt trail in a lush forest .,2,2,3,0.4444444444444445,0.0,0,3,0.3555555555555556,there is a black dog jumping into the water to catch a frisbee
287,2102360862_264452db8e.jpg,2589241160_3832440850.jpg#2,Two dogs are running towards each other on a beach .,1,2,2,0.22222222222222224,0.0,0,3,0.1777777777777778,they are on the beach taking pictures of the water
289,2103568100_5d018c495b.jpg,3610683688_bbe6d725ed.jpg#2,A dog wading into the water,4,4,4,1.0,0.666666666666667,2,1,0.9333333333333335,there is a dog that is walking in the water
288,2103568100_5d018c495b.jpg,2696866120_254a0345bc.jpg#2,A dog rolls on the ground .,2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,there is a dog that is walking in the water
291,2105756457_a100d8434e.jpg,166507476_9be5b9852a.jpg#2,Two lizards fighting .,1,1,1,0.0,0.0,0,3,0.0,there are two men standing outside of a small building
290,2105756457_a100d8434e.jpg,339658315_fbb178c252.jpg#2,Two women with a baby carriage in a building next to a table and chairs .,1,1,1,0.0,0.0,0,3,0.0,there are two men standing outside of a small building
292,2112921744_92bf706805.jpg,541063517_35044c554a.jpg#2,"A man in grey on a rocky cliff , overlooking the mountains .",2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,there is a sheep that is walking up a hill on a hill
293,2112921744_92bf706805.jpg,249394748_2e4acfbbb5.jpg#2,Two white dogs running,2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,there is a sheep that is walking up a hill on a hill
294,211295363_49010ca38d.jpg,1472230829_803818a383.jpg#2,Rafting boat on river .,2,2,3,0.4444444444444445,0.0,0,3,0.3555555555555556,boats in the water with a city in the background
295,211295363_49010ca38d.jpg,339350939_6643bfb270.jpg#2,A dog is running along the beach beside the ocean .,2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,boats in the water with a city in the background
296,2120383553_5825333a3f.jpg,3564312955_716e86c48b.jpg#2,a smiling toddler in a pink swimsuit is laying in the water .,1,2,3,0.3333333333333333,0.0,0,3,0.26666666666666666,there is a little girl that is holding a hose
297,2120383553_5825333a3f.jpg,751109943_2a7f8e117f.jpg#2,A little girl has dunked her head in a bowl of water .,2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,there is a little girl that is holding a hose
298,2120383553_5825333a3f.jpg,491405109_798222cfd0.jpg#2,A small girl is doing a handstand while smiling,2,2,3,0.4444444444444445,0.0,0,3,0.3555555555555556,there is a little girl that is holding a hose
299,2120411340_104eb610b1.jpg,3004823335_9b82cbd8a7.jpg#2,"A dog in a grassy field , looking up .",3,3,3,0.6666666666666666,0.333333333333333,1,2,0.5999999999999999,there is a cow and a dog on a mountain side
300,2120411340_104eb610b1.jpg,2890113532_ab2003d74e.jpg#2,Two dogs in motion in a grassy field with small trees .,2,2,3,0.4444444444444445,0.0,0,3,0.3555555555555556,there is a cow and a dog on a mountain side
301,2120411340_104eb610b1.jpg,2525270674_4ab536e7ec.jpg#2,A white and brown dog jumps up for a white Frisbee .,1,2,2,0.22222222222222224,0.0,0,3,0.1777777777777778,there is a cow and a dog on a mountain side
302,2124040721_bffc0a091a.jpg,114051287_dd85625a04.jpg#2,A boy in glasses is wearing a red shirt .,1,1,1,0.0,0.0,0,5,0.0,there is a man wearing a red hat and a black jacket
303,2124040721_bffc0a091a.jpg,754852108_72f80d421f.jpg#2,Man in denim hat wearing dark sunglasses .,2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,there is a man wearing a red hat and a black jacket
304,2128119486_4407061c40.jpg,2544426580_317b1f1f73.jpg#2,The baby in suspenders sits by a toy .,1,2,2,0.22222222222222224,0.0,0,3,0.1777777777777778,there is a young boy with a messy face eating a bowl of food
305,2128119486_4407061c40.jpg,114051287_dd85625a04.jpg#2,A boy in glasses is wearing a red shirt .,1,1,2,0.11111111111111109,0.0,0,3,0.08888888888888888,there is a young boy with a messy face eating a bowl of food
309,2140182410_8e2a06fbda.jpg,2140182410_8e2a06fbda.jpg#2,The kid is on a float in the snow .,4,4,4,1.0,1.0,3,0,1.0,boy on a tube in the snow
308,2140182410_8e2a06fbda.jpg,2340206885_58754a799a.jpg#2,Three dogs in the snow .,1,2,2,0.22222222222222224,0.0,0,3,0.1777777777777778,boy on a tube in the snow
306,2140182410_8e2a06fbda.jpg,317383917_d8bfa350b6.jpg#2,three black dogs and a white dog are standing in the snow .,1,2,2,0.22222222222222224,0.0,0,3,0.1777777777777778,boy on a tube in the snow
307,2140182410_8e2a06fbda.jpg,3397220683_4aca010f86.jpg#2,A person is standing on skis in the snow with a dog .,2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,boy on a tube in the snow
310,2148916767_644ea6a7fa.jpg,317488612_70ac35493b.jpg#2,A dog runs through the deep snow .,3,3,3,0.6666666666666666,0.333333333333333,1,2,0.5999999999999999,there is a dog that is walking in the snow with a bag
311,2148916767_644ea6a7fa.jpg,2340206885_58754a799a.jpg#2,Three dogs in the snow .,3,3,3,0.6666666666666666,0.0,0,3,0.5333333333333333,there is a dog that is walking in the snow with a bag
312,2148916767_644ea6a7fa.jpg,3214237686_6566b8b52f.jpg#2,A person riding a snowboard jumps high over the snowy hill .,1,1,2,0.11111111111111109,0.0,0,3,0.08888888888888888,there is a dog that is walking in the snow with a bag
313,215214751_e913b6ff09.jpg,2652522323_9218afd8c2.jpg#2,A young asian girl with a woman plays with a blue ball in a part setting .,1,1,1,0.0,0.0,0,3,0.0,fog rising from the water in a boat on a lake
314,215214751_e913b6ff09.jpg,3168123064_d1983b8f92.jpg#2,A surfer in all black is riding a wave .,1,1,2,0.11111111111111109,0.0,0,3,0.08888888888888888,fog rising from the water in a boat on a lake
316,2160266952_a2ab39191b.jpg,170100272_d820db2199.jpg#2,A girl goes down a blue and yellow slide at a park .,1,2,2,0.22222222222222224,0.0,0,3,0.1777777777777778,there are two children sitting on a ball in a garage
315,2160266952_a2ab39191b.jpg,2073964624_52da3a0fc4.jpg#2,"A woman wearing black clothes , a purple scarf , and a pink hat is riding a bike .",1,1,2,0.11111111111111109,0.0,0,3,0.08888888888888888,there are two children sitting on a ball in a garage
317,2162564553_96de62c7e6.jpg,53043785_c468d6f931.jpg#2,A man standing on a rock in a river with a spash next to him .,3,3,3,0.6666666666666666,0.333333333333333,1,2,0.5999999999999999,there is a man standing on the beach next to the water
318,2162564553_96de62c7e6.jpg,354642192_3b7666a2dd.jpg#2,A person swimming in water nearby rocks and a small waterfall .,2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,there is a man standing on the beach next to the water
322,2167644298_100ca79f54.jpg,3150742439_b8a352e1e0.jpg#2,A man wearing a red hat looks down as another man watches .,2,2,2,0.3333333333333333,0.333333333333333,1,2,0.33333333333333326,arafed man in a black hat and black jacket standing in front of a red wall
321,2167644298_100ca79f54.jpg,132489044_3be606baf7.jpg#2,"An asian man in a suit on the subway , asleep .",2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,arafed man in a black hat and black jacket standing in front of a red wall
323,2167644298_100ca79f54.jpg,2167644298_100ca79f54.jpg#2,A man wearing all black and a black hat is smiling .,4,4,4,1.0,1.0,3,0,1.0,arafed man in a black hat and black jacket standing in front of a red wall
319,2167644298_100ca79f54.jpg,2309860995_c2e2a0feeb.jpg#2,A woman wears sunglasses and a black coat as she walks .,2,2,3,0.4444444444444445,0.0,0,3,0.3555555555555556,arafed man in a black hat and black jacket standing in front of a red wall
320,2167644298_100ca79f54.jpg,2944836001_b38b516286.jpg#2,A man wearing glasses and his black and white dog wearing a black collar are playing with a tennis ball .,1,2,2,0.22222222222222224,0.0,0,3,0.1777777777777778,arafed man in a black hat and black jacket standing in front of a red wall
325,2170222061_e8bce4a32d.jpg,430173345_86388d8822.jpg#2,A brown dog with a purple Frisbee in its mouth .,2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,there is a cow chasing a dog in a field with a cone
326,2170222061_e8bce4a32d.jpg,2300168895_a9b83e16fc.jpg#2,A brown dog sitting on grass,2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,there is a cow chasing a dog in a field with a cone
324,2170222061_e8bce4a32d.jpg,2534502836_7a75305655.jpg#2,A small brown and white dog running through tall grass .,2,3,4,0.6666666666666666,0.0,0,3,0.5333333333333333,there is a cow chasing a dog in a field with a cone
327,2182488373_df73c7cc09.jpg,3727752439_907795603b.jpg#2,a woman wearing a black and white outfit while holding her sunglasses .,2,3,3,0.5555555555555555,0.333333333333333,1,2,0.5111111111111111,there are two women walking down the street with bags
328,2182488373_df73c7cc09.jpg,1174629344_a2e1a2bdbf.jpg#2,A group of people walking a city street in warm weather .,3,3,4,0.7777777777777778,0.333333333333333,1,2,0.6888888888888889,there are two women walking down the street with bags
329,2183227136_8bb657846b.jpg,2183227136_8bb657846b.jpg#2,A person on the beach beside the ocean at sunset .,4,4,4,1.0,1.0,3,0,1.0,araffe sitting on the beach at sunset with a dog
330,2183227136_8bb657846b.jpg,2900274587_f2cbca4c58.jpg#2,A sunset sky over rippling water .,3,3,4,0.7777777777777778,1.0,3,0,0.8222222222222222,araffe sitting on the beach at sunset with a dog
333,2189995738_352607a63b.jpg,2196846255_2c1635359a.jpg#2,A wrinkled dog wading in shallow water .,1,2,2,0.22222222222222224,0.0,0,3,0.1777777777777778,there are two children playing in the water near a bridge
334,2189995738_352607a63b.jpg,3610683688_bbe6d725ed.jpg#2,A dog wading into the water,2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,there are two children playing in the water near a bridge
331,2189995738_352607a63b.jpg,2729655904_1dd01922fb.jpg#2,Two boys play with two dogs at the shore .,1,3,3,0.4444444444444445,0.0,0,3,0.3555555555555556,there are two children playing in the water near a bridge
332,2189995738_352607a63b.jpg,3270691950_88583c3524.jpg#2,A man is diving into water near a shore .,2,2,3,0.4444444444444445,0.0,0,3,0.3555555555555556,there are two children playing in the water near a bridge
335,219070971_ae43410b9e.jpg,541063517_35044c554a.jpg#2,"A man in grey on a rocky cliff , overlooking the mountains .",2,2,3,0.4444444444444445,0.0,0,3,0.3555555555555556,there is a man riding a bike on a rocky hill
336,219070971_ae43410b9e.jpg,2932740428_b15384f389.jpg#2,a motorcyclist wearing a red and white jacket popping a wheelie on his motorcycle .,3,3,3,0.6666666666666666,0.666666666666667,2,1,0.6666666666666667,there is a man riding a bike on a rocky hill
337,219070971_ae43410b9e.jpg,219070971_ae43410b9e.jpg#2,A man in red pushes his motocross bike up a rock .,4,4,4,1.0,1.0,3,0,1.0,there is a man riding a bike on a rocky hill
338,219070971_ae43410b9e.jpg,2759860913_f75b39d783.jpg#2,A man on top of a high mountain,2,2,3,0.4444444444444445,0.0,0,3,0.3555555555555556,there is a man riding a bike on a rocky hill
339,219070971_ae43410b9e.jpg,3064383768_f6838f57da.jpg#2,a surfer is riding his board over a wave .,1,1,1,0.0,0.0,0,3,0.0,there is a man riding a bike on a rocky hill
340,2192131110_8a40e7c028.jpg,3270691950_88583c3524.jpg#2,A man is diving into water near a shore .,1,1,1,0.0,0.0,0,3,0.0,araffe swinging on a rope in a park with a blue sky
341,219301555_17883a51bd.jpg,3539767254_c598b8e6c7.jpg#2,a man rowing a ganilla down a watery path,1,1,1,0.0,0.0,0,3,0.0,there is a woman standing in the water near a waterfall
342,2194286203_5dc620006a.jpg,3017521547_f5ef8848e3.jpg#2,Two women are playing a game with sticks and a small white ball .,1,1,2,0.11111111111111109,0.0,0,3,0.08888888888888888,there are two children playing in the sand on the beach
345,2194494220_bb2178832c.jpg,2340206885_58754a799a.jpg#2,Three dogs in the snow .,2,2,3,0.4444444444444445,0.0,0,3,0.3555555555555556,skier and dog on a snowy trail with mountains in the background
343,2194494220_bb2178832c.jpg,2176980976_7054c99621.jpg#2,Several people on top of a mountain look down at the ground .,1,2,2,0.22222222222222224,0.0,0,3,0.1777777777777778,skier and dog on a snowy trail with mountains in the background
344,2194494220_bb2178832c.jpg,3397220683_4aca010f86.jpg#2,A person is standing on skis in the snow with a dog .,4,4,4,1.0,1.0,3,0,1.0,skier and dog on a snowy trail with mountains in the background
346,2196107384_361d73a170.jpg,3729525173_7f984ed776.jpg#2,A woman is reading literature and sitting on the front stoop of a building .,1,1,2,0.11111111111111109,0.0,0,3,0.08888888888888888,there is a man walking down the street in front of a building
347,2196107384_361d73a170.jpg,421730441_6b2267fd31.jpg#2,A man standing in front of a brick building .,3,3,4,0.7777777777777778,0.666666666666667,2,1,0.7555555555555556,there is a man walking down the street in front of a building
348,2196107384_361d73a170.jpg,463978865_c87c6ca84c.jpg#2,A man with dreadlocks and a backpack walks down the sidewalk with colorful buildings in the background .,1,2,3,0.3333333333333333,0.0,0,3,0.26666666666666666,there is a man walking down the street in front of a building
349,2196107384_361d73a170.jpg,197107117_4b438b1872.jpg#2,A rock climber climbs in between two very large rocks .,1,1,1,0.0,0.0,0,3,0.0,there is a man walking down the street in front of a building
350,2196316998_3b2d63f01f.jpg,2861932486_52befd8592.jpg#2,A man looking at produce .,1,1,2,0.11111111111111109,0.0,0,3,0.08888888888888888,they are playing the bagpipes in the parade and the people are watching
351,2196316998_3b2d63f01f.jpg,2944836001_b38b516286.jpg#2,A man wearing glasses and his black and white dog wearing a black collar are playing with a tennis ball .,1,1,1,0.0,0.0,0,3,0.0,they are playing the bagpipes in the parade and the people are watching
352,2196846255_2c1635359a.jpg,2196846255_2c1635359a.jpg#2,A wrinkled dog wading in shallow water .,4,4,4,1.0,1.0,3,0,1.0,there is a dog that is standing in the water with a frisbee
353,2196846255_2c1635359a.jpg,2308271254_27fb466eb4.jpg#2,Two dogs moving through water close to the shore .,3,3,3,0.6666666666666666,0.0,0,3,0.5333333333333333,there is a dog that is standing in the water with a frisbee
354,2196846255_2c1635359a.jpg,2103568100_5d018c495b.jpg#2,A white dog is walking through a river that runs through a rocky landscape .,2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,there is a dog that is standing in the water with a frisbee
355,2197275664_fabcf3424b.jpg,751737218_b89839a311.jpg#2,A boy with a bottle plays with an older girl .,1,1,1,0.0,0.0,0,3,0.0,arafed little girl riding a red scooter in a room
356,2197275664_fabcf3424b.jpg,1467533293_a2656cc000.jpg#2,"Two little girls , both dressed in pink , play on the jungle gym .",2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,arafed little girl riding a red scooter in a room
358,2204550058_2707d92338.jpg,3718964174_cb2dc1615e.jpg#2,A woman is wearing a blue headscarf and a blue sweater .,2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,woman in white gloves looking up at something in the air
357,2204550058_2707d92338.jpg,3275704430_a75828048f.jpg#2,A woman is covering her eyes with her hands .,2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,woman in white gloves looking up at something in the air
359,2204550058_2707d92338.jpg,3250695024_93e8ab7305.jpg#2,"A man , woman and one girl face the camera , while one girl faces away .",1,1,2,0.11111111111111109,0.0,0,3,0.08888888888888888,woman in white gloves looking up at something in the air
364,2206960564_325ed0c7ae.jpg,326456451_effadbbe49.jpg#2,A rottweiler running .,2,3,3,0.5555555555555555,0.333333333333333,1,2,0.5111111111111111,there is a small white dog walking on a tiled floor
